priority_id,headword,gloss_en,part_of_speech,first_lesson_number,lesson_frequency,occurrence_count,linked_entry_count,avg_confidence,lessons_json,lesson_number
FCN-VP-00170,huahcapan,,,19,2,2,0,0.4,"[19, 22]",19
FCN-VP-00171,motequihuia,,,19,2,2,0,0.4,"[19, 22]",19
FCN-VP-00172,piyonacatl,,,19,2,2,0,0.4,"[19, 27]",19
FCN-VP-00173,quena,"yes, positive response.",particle,19,2,2,1,0.9,"[19, 27]",19
FCN-VP-00174,ticnequih,,,19,2,2,0,0.4,"[19, 31]",19
FCN-VP-00175,tiquihtozceh,,,19,2,2,0,0.4,"[19, 22]",19
FCN-VP-00176,tlazcāmati,,,19,2,2,0,0.4,"[19, 27]",19
FCN-VP-00177,yālhuaya,,,19,2,2,0,0.4,"[19, 26]",19
FCN-VP-00567,achiyoc,,,19,1,1,0,0.4,[19],19
FCN-VP-00568,ahhuiac,,,19,1,1,0,0.4,[19],19
FCN-VP-00569,cān,,,19,1,1,0,0.4,[19],19
FCN-VP-00570,etlātzoyo,,,19,1,1,0,0.4,[19],19
FCN-VP-00571,inquicuāzceh,,,19,1,1,0,0.4,[19],19
FCN-VP-00572,inquinequih,,,19,1,1,0,0.4,[19],19
FCN-VP-00573,inquinequizceh,,,19,1,1,0,0.4,[19],19
FCN-VP-00574,mocacatzoz,,,19,1,1,0,0.4,[19],19
FCN-VP-00575,motēmilia,,,19,1,1,0,0.4,[19],19
FCN-VP-00576,moyēctiz,,,19,1,1,0,0.4,[19],19
FCN-VP-00577,nimatzin,,,19,1,1,0,0.4,[19],19
FCN-VP-00578,ntli,,,19,1,1,0,0.4,[19],19
FCN-VP-00579,pilaltepetzin,,,19,1,1,0,0.4,[19],19
FCN-VP-00580,pilaltepētzin,,,19,1,1,0,0.4,[19],19
