construction_id,proficiency_band,domain_label,pattern_text,example_original,confidence
FCN-CXN-000126,A2,Tlamachtiliztli 5 Cehcen inintequiuh (The Professions),tlachpānanih they are street sweepers,tlachpānanih “they are street sweepers”,0.8500000000000001
FCN-CXN-000127,A2,Tlamachtiliztli 5 Cehcen inintequiuh (The Professions),Here we present other titles related to professions,Here we present other titles related to professions:,0.575
FCN-CXN-000128,A2,Tlamachtiliztli 5 Cehcen inintequiuh (The Professions),Tlamachtihquetl teacher tlamachtia to teach tlamachtianih teachers,Tlamachtihquetl (teacher) → tlamachtia (to teach) → tlamachtianih (teachers),0.95
FCN-CXN-000129,A2,Tlamachtiliztli 6 Tlachīhualiztli tlen ax quimānēxtia cē tlamantli (Intransitive Verbs),Tlamānēxtilli ahāhuiltiliztli tlen tlachīhualiztli huan cē tlahtolpāmitl Example with the conjugation of,Tlamānēxtilli ahāhuiltiliztli tlen tlachīhualiztli huan cē tlahtolpāmitl (Example with the conjugation of verbs and a sentence),0.95
FCN-CXN-000130,A2,Tlamachtiliztli 6 Tlachīhualiztli tlen ax quimānēxtia cē tlamantli (Intransitive Verbs),ēhua to be from come from,"/ēhua/ “to be from, come from”",0.7833
FCN-CXN-000131,A2,Tlamachtiliztli 6 Tlachīhualiztli tlen ax quimānēxtia cē tlamantli (Intransitive Verbs),Niēhua Mexco I am from Mexico,Niēhua Mexco. “I am from Mexico.”,0.7833
FCN-CXN-000132,A2,Tlamachtiliztli 6 Tlachīhualiztli tlen ax quimānēxtia cē tlamantli (Intransitive Verbs),Nitequiti caltlamachtiloyan I work at school,Nitequiti caltlamachtiloyan. “I work at school.”,0.95
FCN-CXN-000133,A2,Tlamachtiliztli 6 Tlachīhualiztli tlen ax quimānēxtia cē tlamantli (Intransitive Verbs),Nimomachtia nāhuatl I study Nahuatl,Nimomachtia nāhuatl. “I study Nahuatl.”,0.95
FCN-CXN-000134,A2,Tlamachtiliztli 6 Tlachīhualiztli tlen ax quimānēxtia cē tlamantli (Intransitive Verbs),Nitlamachtia nāhuatl īcā yāhuatzinco I teach Nahuatl in the morning,Nitlamachtia nāhuatl īcā yāhuatzinco. “I teach Nahuatl in the morning.”,0.95
FCN-CXN-000135,A2,Tlamachtiliztli 6 Tlachīhualiztli tlen ax quimānēxtia cē tlamantli (Intransitive Verbs),Na nicōchi pan mahtlactli huan ōme cāhuitl,Na nicōchi pan mahtlactli huan ōme cāhuitl.”,0.95
FCN-CXN-000136,A2,Tlamachtiliztli 6 Tlachīhualiztli tlen ax quimānēxtia cē tlamantli (Intransitive Verbs),Māltia to bathe shower,"/Māltia/ “to bathe, shower”",0.95
FCN-CXN-000137,A2,Tlamachtiliztli 7 Quēn moxēloa tōnatiuh (How to divide up the day),Mercado de Chicontepec CC BY COERLL Nahuatl,Mercado de Chicontepec CC BY COERLL Nahuatl,0.7357
FCN-CXN-000138,A2,Tlamachtiliztli 7 Quēn moxēloa tōnatiuh (How to divide up the day),tlayo huaya it is almost night,tlayo9huaya “it is almost night”,0.7833
FCN-CXN-000139,A2,Tlamachtiliztli 7 Quēn moxēloa tōnatiuh (How to divide up the day),tlapoyauhcan it is evening,tlapoyauhcan “it is evening”,0.7
FCN-CXN-000140,A2,Tlamachtiliztli 7 Quēn moxēloa tōnatiuh (How to divide up the day),nelyāhuatzinco very early,nelyāhuatzinco “very early”,0.95
FCN-CXN-000141,A2,Tlamachtiliztli 7 Quēn moxēloa tōnatiuh (How to divide up the day),Tlamānēxtilli Ce Example One,Tlamānēxtilli Ce (Example One),0.95
FCN-CXN-000142,A2,Tlamachtiliztli 7 Quēn moxēloa tōnatiuh (How to divide up the day),cā yāhuatzinco Juana mēhua pan chicuacē cāhuitl tlen achtohui quichīhua mīxxamia huan,"Īcā yāhuatzinco Juana mēhua pan chicuacē cāhuitl tlen achtohui quichīhua mīxxamia huan motlancochpahpāca. Teipan quimāna īcafen noque molōni, ya mopatla, quēmman eltocca īcafen quiōni.",0.95
FCN-CXN-000143,A2,Tlamachtiliztli 7 Quēn moxēloa tōnatiuh (How to divide up the day),Answer the following questions,Answer the following questions:,0.7
FCN-CXN-000144,A2,Tlamachtiliztli 7 Quēn moxēloa tōnatiuh (How to divide up the day),Tlen cāhuitl mēhua Juana,Tlen cāhuitl mēhua Juana?,0.95
FCN-CXN-000145,A2,Tlamachtiliztli 7 Quēn moxēloa tōnatiuh (How to divide up the day),Tlen quichīhua Juana achtohui,Tlen quichīhua Juana achtohui?,0.95
FCN-CXN-000146,A2,Tlamachtiliztli 7 Quēn moxēloa tōnatiuh (How to divide up the day),Tlamānēxtilli me Example Two,Tlamānēxtilli Ōme (Example Two),0.95
FCN-CXN-000147,A2,Tlamachtiliztli 7 Quēn moxēloa tōnatiuh (How to divide up the day),Maria tlahcōtona tlacualchīhua huanya inanān inanān quimāna etl huan Maria quitehtequi chīlli,"Maria tlahcōtona tlacualchīhua huanya inanān, inanān quimāna etl huan Maria quitehtequi chīlli, colantoh huan cebollah. Quēmman iuccicca etl inanān quitzoyōnia, huan Maria pēhua tlatehtēca. Teipan tlacuāh.",0.95
FCN-CXN-000148,A2,Tlamachtiliztli 7 Quēn moxēloa tōnatiuh (How to divide up the day),Answer the following questions,Answer the following questions:,0.7
FCN-CXN-000149,A2,Tlamachtiliztli 7 Quēn moxēloa tōnatiuh (How to divide up the day),Tlahcotōna Maria huanya,Tlahcotōna _____________Maria huanya __________.,0.95
FCN-CXN-000150,A2,Tlamachtiliztli 7 Quēn moxēloa tōnatiuh (How to divide up the day),Maria chīlli huan,"Maria _________ chīlli, ____________ huan _______________.",0.95
FCN-CXN-000151,A2,Tlamachtiliztli 7 Quēn moxēloa tōnatiuh (How to divide up the day),cquiya quitzoyōnia etl,Ācquiya quitzoyōnia etl? _________________.,0.95
FCN-CXN-000152,A2,Tlamachtiliztli 7 Quēn moxēloa tōnatiuh (How to divide up the day),Tlamānēxtilli yi Example Three,Tlamānēxtilli Ēyi (Example Three),0.95
FCN-CXN-000153,A2,Tlamachtiliztli 7 Quēn moxēloa tōnatiuh (How to divide up the day),Ram n quēmman itztoc mīllah cemilhuitl huan quēmman quinequi mocuapaz īchān zan,Ramón quēmman itztoc mīllah cemilhuitl huan quēmman quinequi mocuapaz īchān zan quiitta ītōnal īcā tōnatiuh cānin eltoc huan moilliz eltoc nahui cāhuitl tiotlac. Inihhuantin axcanah mocahcayāhuah. Huan quēmman ax quīza tōnatiuh nouhquiya inihhuantin quinehnehuiah zan iuhquinon.,0.95
FCN-CXN-000154,A2,Tlamachtiliztli 7 Quēn moxēloa tōnatiuh (How to divide up the day),Answer the following questions,Answer the following questions:,0.7
FCN-CXN-000155,A2,Tlamachtiliztli 7 Quēn moxēloa tōnatiuh (How to divide up the day),Tlen quichīhua Ram n para quimatiz tlen cāhuitl,Tlen quichīhua Ramón para quimatiz tlen cāhuitl?,0.95
FCN-CXN-000156,A2,Tlamachtiliztli 7 Quēn moxēloa tōnatiuh (How to divide up the day),Tlen quiitta Ram n quēmman quinequi mocuapaz īchān,Tlen quiitta Ramón quēmman quinequi mocuapaz īchān?,0.95
FCN-CXN-000157,A2,Tlamachtiliztli 7 Quēn moxēloa tōnatiuh (How to divide up the day),Tlamānēxtilli Nahui Example Four,Tlamānēxtilli Nahui (Example Four),0.95
FCN-CXN-000158,A2,Tlamachtiliztli 7 Quēn moxēloa tōnatiuh (How to divide up the day),Pan tlayōhua niccuā cē pantzin huan nicōni cafen teipan nicchīhua chāntequitl huan,"Pan tlayōhua niccuā cē pantzin huan nicōni cafen, teipan nicchīhua chāntequitl huan quēmman niman nitlami nouhquiya nitlahtzoma cē quēntzin. Quēmman nicochihza niquitta tlamāhuizolli.",0.95
FCN-CXN-000159,A2,Tlamachtiliztli 7 Quēn moxēloa tōnatiuh (How to divide up the day),Choose the correct answer,Choose the correct answer:,0.7
FCN-CXN-000160,A2,Tlamachtiliztli 7 Quēn moxēloa tōnatiuh (How to divide up the day),Tlen niccuā tlayōhua a tlaxcalli b pantzin huan chocolātl c pantzin huan,1. Tlen niccuā tlayōhua? a) tlaxcalli b) pantzin huan chocolātl c) pantzin huan cafen 2. Tlen nicchīhua teipan quēmman tlami niccuā pantzin huan cafen? a) nitlahtzoma b) chāntequitl c) tlamāhuizoa 3. Tlen nicchīhua quēmman nicochihza? a) tlahtzoma b) tlamāhuizoa c) tlacuā,0.95
FCN-CXN-000161,A2,Tlamachtiliztli 8 Noyōllo (Possessive markers),Motocaxtilli tlen quipoz iteco Possessive pronouns,Motocaxtilli tlen quipoz iteco (Possessive pronouns),0.7833
FCN-CXN-000162,A2,Tlamachtiliztli 8 Noyōllo (Possessive markers),no substantive base uh hui,no – (substantive base) – ø /uh /hui,0.8500000000000001
FCN-CXN-000163,A2,Tlamachtiliztli 8 Noyōllo (Possessive markers),mo substantive base uh hui,mo – (substantive base) – ø /uh /hui,0.8500000000000001
FCN-CXN-000164,A2,Tlamachtiliztli 8 Noyōllo (Possessive markers),i substantive base uh hui,i – (substantive base) – ø /uh /hui,0.8500000000000001
FCN-CXN-000165,A2,Tlamachtiliztli 8 Noyōllo (Possessive markers),to substantive base hua,to – (substantive base) – hua,0.7
FCN-CXN-000166,A2,Tlamachtiliztli 8 Noyōllo (Possessive markers),inmo substantive base hua,inmo – (substantive base) – hua,0.7
FCN-CXN-000167,A2,Tlamachtiliztli 8 Noyōllo (Possessive markers),inin substantive base hua,inin – (substantive base) – hua,0.7
FCN-CXN-000168,A2,Tlamachtiliztli 8 Noyōllo (Possessive markers),Tlamānēxtilli īcā tlahtolli Example with words,Tlamānēxtilli īcā tlahtolli (Example with words),0.95
FCN-CXN-000169,A2,Tlamachtiliztli 8 Noyōllo (Possessive markers),Tlamānēxtilli īcā cequin pāmeh Examples with sentences,Tlamānēxtilli īcā cequin pāmeh (Examples with sentences),0.95
FCN-CXN-000170,A2,Tlamachtiliztli 8 Noyōllo (Possessive markers),Noconēhuan mohmōztlah yohuih caltlamachtiloyan,Noconēhuan mohmōztlah yohuih caltlamachtiloyan.,0.95
FCN-CXN-000171,A2,Tlamachtiliztli 8 Noyōllo (Possessive markers),Mi children go to school everyday,Mi children go to school everyday.,0.7833
FCN-CXN-000172,A2,Tlamachtiliztli 8 Noyōllo (Possessive markers),Mar a quicocōa īicxi pampa momāquilih,María quicocōa īicxi pampa momāquilih.,0.95
FCN-CXN-000173,A2,Tlamachtiliztli 8 Noyōllo (Possessive markers),Nopitzohuan quicuāh miac cīntli,Nopitzohuan quicuāh miac cīntli.,0.95
FCN-CXN-000174,A2,Tlamachtiliztli 8 Noyōllo (Possessive markers),Felipe yohui mīllah huanya īchichi,Felipe yohui mīllah huanya īchichi.,0.95
FCN-CXN-000175,A2,Tlamachtiliztli 8 Noyōllo (Possessive markers),Tlen ītōcah achi tlen totlācayo What are the names of the parts,¿Tlen ītōcah achi tlen totlācayo? (What are the names of the parts of our body?),0.8500000000000001
FCN-CXN-000176,A2,Tlamachtiliztli 8 Noyōllo (Possessive markers),Answer the following questions,Answer the following questions,0.7
FCN-CXN-000177,A2,Tlamachtiliztli 8 Noyōllo (Possessive markers),Quēniuhqui ītōcah tlen īcā tinehnemi,1. Quēniuhqui ītōcah tlen īcā tinehnemi?,0.95
FCN-CXN-000178,A2,Tlamachtiliztli 8 Noyōllo (Possessive markers),Quēniuhqui ītōcah tlamantli tlen eltoc tlatlahco moihti,2. Quēniuhqui ītōcah tlamantli tlen eltoc tlatlahco moihti?,0.95
FCN-CXN-000179,A2,Tlamachtiliztli 8 Noyōllo (Possessive markers),Tlen ītōcah tlen eltoc īixco toquechcuayo,3. Tlen ītōcah tlen eltoc īixco toquechcuayo?,0.95
FCN-CXN-000180,A2,Tlamachtiliztli 8 Noyōllo (Possessive markers),Quēniuhqui ītōcah totlācayo tlen īcā ticcui cē tlamantli,4. Quēniuhqui ītōcah totlācayo tlen īcā ticcui cē tlamantli?,0.95
FCN-CXN-000181,A2,Tlamachtiliztli 8 Noyōllo (Possessive markers),Tlen itōcah tlen īcā titlacuāh,5. Tlen itōcah tlen īcā titlacuāh?,0.95
FCN-CXN-000182,A2,Tlamachtiliztli 9 Tēiīxmatcacuahuitl (The Family),Tlamānēxtilli īcā cequin motōcaxtilli tlen quipōz īteco Examples with some possessive pronouns,Tlamānēxtilli īcā cequin motōcaxtilli tlen quipōz īteco (Examples with some possessive pronouns),0.95
FCN-CXN-000183,A2,Tlamachtiliztli 9 Tēiīxmatcacuahuitl (The Family),nochocho my younger sibling,nochocho “my younger sibling”,0.7
FCN-CXN-000184,A2,Tlamachtiliztli 9 Tēiīxmatcacuahuitl (The Family),mochocho your younger sibling,mochocho “your younger sibling”,0.7
FCN-CXN-000185,A2,Tlamachtiliztli 9 Tēiīxmatcacuahuitl (The Family),īchocho his her younger sibling,īchocho “his/her younger sibling”,0.8500000000000001
FCN-CXN-000186,A2,Tlamachtiliztli 9 Tēiīxmatcacuahuitl (The Family),tochochohuan our younger siblings,tochochohuan “our younger siblings”,0.7
FCN-CXN-000187,A2,Tlamachtiliztli 9 Tēiīxmatcacuahuitl (The Family),inmochochohuan your plural younger siblings,inmochochohuan “your (plural) younger siblings”,0.65
FCN-CXN-000188,A2,Tlamachtiliztli 9 Tēiīxmatcacuahuitl (The Family),ininchochohuan their younger siblings,ininchochohuan “their younger siblings”,0.7
FCN-CXN-000189,A2,Tlamachtiliztli 9 Tēiīxmatcacuahuitl (The Family),inmotlayihuan your plural uncles,inmotlayihuan “your (plural) uncles”,0.7
FCN-CXN-000190,A2,Tlamachtiliztli 9 Tēiīxmatcacuahuitl (The Family),inintlayihuan their uncles,inintlayihuan “their uncles”,0.7833
FCN-CXN-000191,A2,Tlamachtiliztli 9 Tēiīxmatcacuahuitl (The Family),īicniuh his her sibling,īicniuh “his/her sibling”,0.95
FCN-CXN-000192,A2,Tlamachtiliztli 9 Tēiīxmatcacuahuitl (The Family),toicnihuan our siblings,toicnihuan “our siblings”,0.7833
FCN-CXN-000193,A2,Tlamachtiliztli 9 Tēiīxmatcacuahuitl (The Family),inmoicnihuan you all’s siblings,inmoicnihuan “you all’s siblings”,0.7
FCN-CXN-000194,A2,Tlamachtiliztli 9 Tēiīxmatcacuahuitl (The Family),ininicnihuan their siblings,ininicnihuan “their siblings”,0.7833
FCN-CXN-000195,A2,Tlamachtiliztli 9 Tēiīxmatcacuahuitl (The Family),momachicniuh your cousin,momachicniuh “your cousin”,0.7833
FCN-CXN-000196,A2,Tlamachtiliztli 9 Tēiīxmatcacuahuitl (The Family),īmachicniuh his her cousin,īmachicniuh “his/her cousin”,0.95
FCN-CXN-000197,A2,Tlamachtiliztli 9 Tēiīxmatcacuahuitl (The Family),tomachicnihuan our cousins,tomachicnihuan “our cousins”,0.7833
FCN-CXN-000198,A2,Tlamachtiliztli 9 Tēiīxmatcacuahuitl (The Family),inmomachicnihuan your plural cousins,inmomachicnihuan “your (plural) cousins”,0.7
FCN-CXN-000199,A2,Tlamachtiliztli 9 Tēiīxmatcacuahuitl (The Family),ininmachicnihuan their cousins,ininmachicnihuan “their cousins”,0.7833
FCN-CXN-000200,A2,Tlamachtiliztli 9 Tēiīxmatcacuahuitl (The Family),nochocho my younger sibling,nochocho “my younger sibling”,0.7
FCN-CXN-000201,A2,Tlamachtiliztli 9 Tēiīxmatcacuahuitl (The Family),Answer the following questions,Answer the following questions,0.7
FCN-CXN-000202,A2,Tlamachtiliztli 9 Tēiīxmatcacuahuitl (The Family),Quēniuhqui inintōcah mototatahhuan,Quēniuhqui inintōcah mototatahhuan?,0.95
FCN-CXN-000203,A2,Tlamachtiliztli 9 Tēiīxmatcacuahuitl (The Family),Quēniuhqui inintōcah motatahhuan,Quēniuhqui inintōcah motatahhuan?,0.95
FCN-CXN-000204,A2,Tlamachtiliztli 9 Tēiīxmatcacuahuitl (The Family),Quēniuhquin inintōcah moicnihuan huan quezqui xīhuitl quipiyah,Quēniuhquin inintōcah moicnihuan huan quezqui xīhuitl quipiyah?,0.95
FCN-CXN-000205,A2,Tlamachtiliztli 9 Tēiīxmatcacuahuitl (The Family),Quezqui mopipihuan ticpiya,Quezqui mopipihuan ticpiya?,0.95
FCN-CXN-000206,A2,Tlamachtiliztli 9 Tēiīxmatcacuahuitl (The Family),Quezqui momimihuan ticpiya,Quezqui momimihuan ticpiya?,0.95
FCN-CXN-000207,A2,Tlamachtiliztli 9 Tēiīxmatcacuahuitl (The Family),Quezqui mochochohuan ticpiya,Quezqui mochochohuan ticpiya?,0.95
FCN-CXN-000208,A2,Tlamachtiliztli 9 Tēiīxmatcacuahuitl (The Family),Find the following words in this word search,Find the following words in this word search.,0.575
FCN-CXN-000209,A2,Tlamachtiliztli 10 Notlachiyaliz (My Appearance),Sones de Carnaval CC BY Chicometepetl,Sones de Carnaval CC BY Chicometepetl,0.6167
FCN-CXN-000210,A2,Tlamachtiliztli 10 Notlachiyaliz (My Appearance),Alaxtic huan huehueyac Straight and long,Alaxtic huan huehueyac (Straight and long),0.7833
FCN-CXN-000211,A2,Tlamachtiliztli 10 Notlachiyaliz (My Appearance),Tlamānēxtilli tlen yancuīc tlahtolli huan pāmeh Examples of new words and sentences,Tlamānēxtilli tlen yancuīc tlahtolli huan pāmeh (Examples of new words and sentences),0.95
FCN-CXN-000212,A2,Tlamachtiliztli 10 Notlachiyaliz (My Appearance),Na niechcapantzin I am short,Na niechcapantzin “I am short”,0.65
FCN-CXN-000213,A2,Tlamachtiliztli 10 Notlachiyaliz (My Appearance),Na nihuahcapantic I am tall,Na nihuahcapantic “I am tall”,0.65
FCN-CXN-000214,A2,Tlamachtiliztli 10 Notlachiyaliz (My Appearance),Na nitomāhuac I am thick fat,Na nitomāhuac “I am thick/fat”,0.7833
FCN-CXN-000215,A2,Tlamachtiliztli 10 Notlachiyaliz (My Appearance),Na nihuahcapantic I am tall,Na nihuahcapantic “I am tall”,0.65
FCN-CXN-000216,A2,Tlamachtiliztli 10 Notlachiyaliz (My Appearance),Tequitl ce Xiquiihtoa cehcen īīxnēzca Activity One Say the appearance of each,Tequitl ce: Xiquiihtoa cehcen īīxnēzca (Activity One: Say the appearance of each one),0.8346
FCN-CXN-000217,A2,Tlamachtiliztli 10 Notlachiyaliz (My Appearance),Mar a Quēniuhqui motlachiyaliz ta,María ¿Quēniuhqui motlachiyaliz ta?,0.95
FCN-CXN-000218,A2,Tlamachtiliztli 10 Notlachiyaliz (My Appearance),Na nel nihuahcapantic huan achi nitomāhuac,Na nel nihuahcapantic huan achi nitomāhuac.,0.95
FCN-CXN-000219,A2,Tlamachtiliztli 10 Notlachiyaliz (My Appearance),Xōchitl Quēniuhqui motlachiyaliz ta,"Xōchitl, ¿Quēniuhqui motlachiyaliz ta?",0.95
FCN-CXN-000220,A2,Tlamachtiliztli 10 Notlachiyaliz (My Appearance),Quēniuhqui ītlachiyaliz ya,¿Quēniuhqui ītlachiyaliz ya?,0.95
FCN-CXN-000221,B1,Tlamachtiliztli 10 Notlachiyaliz (My Appearance),Tequitl ōme Xiquiihtoa cehcen īīxnēzca i tzoncal Activity Two Say the hair,Tequitl ōme: Xiquiihtoa cehcen īīxnēzca i7tzoncal (Activity Two: Say the hair color of each one),0.8875
FCN-CXN-000222,B1,Tlamachtiliztli 10 Notlachiyaliz (My Appearance),yayahuīc chocoxtic cafentic chīchīltic Xōchitl Lola Mar a Delia,yayahuīc chocoxtic cafentic chīchīltic Xōchitl Lola María Delia,0.95
FCN-CXN-000223,B1,Tlamachtiliztli 10 Notlachiyaliz (My Appearance),Tlen īīxnēzca ītzoncal Xōchitl What color is the hair of Xochitl,¿Tlen īīxnēzca ītzoncal Xōchitl? (¿What color is the hair of Xochitl?),0.95
FCN-CXN-000224,B1,Tlamachtiliztli 10 Notlachiyaliz (My Appearance),Xōchitl īīxnēzca ītzoncal yayahuīc Xochitl’s hair is black,—Xōchitl īīxnēzca ītzoncal yayahuīc. (Xochitl’s hair is black),0.95
FCN-CXN-000225,B1,Tlamachtiliztli 10 Notlachiyaliz (My Appearance),Tlen īīxnēzca ītzoncal Lola,¿Tlen īīxnēzca ītzoncal Lola?,0.95
FCN-CXN-000226,B1,Tlamachtiliztli 10 Notlachiyaliz (My Appearance),Tlen īīxnēzca ītzoncal Mar a,¿Tlen īīxnēzca ītzoncal María?,0.95
FCN-CXN-000227,B1,Tlamachtiliztli 10 Notlachiyaliz (My Appearance),Tlen īīxnēzca ītzoncal Delia,¿Tlen īīxnēzca ītzoncal Delia?,0.95
FCN-CXN-000228,B1,Tlamachtiliztli 10 Notlachiyaliz (My Appearance),Tequitl ēyi Xiquiihtoa cehcen īīxnēzca īxtiyōl Activity Three Say the eye color,Tequitl ēyi: Xiquiihtoa cehcen īīxnēzca īxtiyōl (Activity Three: Say the eye color of each one),0.9167000000000001
FCN-CXN-000229,B1,Tlamachtiliztli 10 Notlachiyaliz (My Appearance),Delia īīxnēzca īxtiyol xoxoctic Xōchitl īīxnēzca īxtiyōl cafentic Lola īīxnēzca iixtiyol tzictic,Delia īīxnēzca īxtiyol xoxoctic Xōchitl īīxnēzca īxtiyōl cafentic Lola īīxnēzca iixtiyol tzictic Noīxnēzca noīxtiyōl yayahuīc,0.95
FCN-CXN-000230,B1,Tlamachtiliztli 10 Notlachiyaliz (My Appearance),Na noīxtiyōl īīxnēzca xoxoctic,1. Na noīxtiyōl īīxnēzca xoxoctic.,0.95
FCN-CXN-000231,B1,Tlamachtiliztli 10 Notlachiyaliz (My Appearance),Lola īīxnēzca,2. Lola ___________ īīxnēzca __________.,0.95
FCN-CXN-000232,B1,Tlamachtiliztli 10 Notlachiyaliz (My Appearance),Xochitl īīxnēzca,3. Xochitl ___________ īīxnēzca ___________.,0.95
FCN-CXN-000233,B1,Tlamachtiliztli 10 Notlachiyaliz (My Appearance),Delia īīxtiyōl,4. Delia īīxtiyōl _________ __________.,0.95
FCN-CXN-000234,B1,Tlamachtiliztli 10 Notlachiyaliz (My Appearance),totlachiyaliz our appearance,totlachiyaliz “our appearance”,0.7833
FCN-CXN-000235,B1,Tlamachtiliztli 10 Notlachiyaliz (My Appearance),huahcapantic tall of stature,huahcapantic “tall” (of stature),0.7
FCN-CXN-000236,B1,Tlamachtiliztli 10 Notlachiyaliz (My Appearance),echcapantzin short of stature,echcapantzin “short” (of stature),0.7
FCN-CXN-000237,B1,Tlamachtiliztli 11 Quēmman motlahpaloa huan monāhuatihtēhua (When you greet and say farewell),In this lesson we will learn Nahuatl greetings People in Nahua towns,"In this lesson we will learn Nahuatl greetings. People in Nahua towns of Chicontepec, greet each other by hand and they do not look each other in the eyes, especially between a man and a woman. In general, adults do not say each other’s firsts names when greeting.",0.575
FCN-CXN-000238,B1,Tlamachtiliztli 11 Quēmman motlahpaloa huan monāhuatihtēhua (When you greet and say farewell),B Aah they greet each other tipaxaloti,"B: Aah (they greet each other), ¿tipaxaloti?",0.5929
FCN-CXN-000239,B1,Tlamachtiliztli 11 Quēmman motlahpaloa huan monāhuatihtēhua (When you greet and say farewell),A Quēna niquittati noichpōcauh,"A: Quēna, niquittati noichpōcauh.",0.95
FCN-CXN-000240,B1,Tlamachtiliztli 11 Quēmman motlahpaloa huan monāhuatihtēhua (When you greet and say farewell),A Tlen ticchīhuaz mōztla,A: ¿Tlen ticchīhuaz mōztla?,0.95
FCN-CXN-000241,B1,Tlamachtiliztli 11 Quēmman motlahpaloa huan monāhuatihtēhua (When you greet and say farewell),B Mōztla nipixcaz quēnque,"B: Mōztla nipixcaz, ¿quēnque?",0.95
FCN-CXN-000242,B1,Tlamachtiliztli 11 Quēmman motlahpaloa huan monāhuatihtēhua (When you greet and say farewell),A Pampa nicnequi niquittaz tlan hueliz tinēchpalehuia,A: Pampa nicnequi niquittaz tlan hueliz tinēchpalehuia.,0.95
FCN-CXN-000243,B1,Tlamachtiliztli 11 Quēmman motlahpaloa huan monāhuatihtēhua (When you greet and say farewell),B Huan tlen ticchīhuaz,B: ¿Huan tlen ticchīhuaz?,0.95
FCN-CXN-000244,B1,Tlamachtiliztli 11 Quēmman motlahpaloa huan monāhuatihtēhua (When you greet and say farewell),B Axcanah nihueliz mōztla,B: Axcanah nihueliz mōztla.,0.95
FCN-CXN-000245,B1,Tlamachtiliztli 11 Quēmman motlahpaloa huan monāhuatihtēhua (When you greet and say farewell),A Then we will see each other later,A: Then we will see each other later.,0.575
FCN-CXN-000246,B1,Tlamachtiliztli 11 Quēmman motlahpaloa huan monāhuatihtēhua (When you greet and say farewell),B We will see each other,B: We will see each other.,0.6167
FCN-CXN-000247,B1,Tlamachtiliztli 11 Quēmman motlahpaloa huan monāhuatihtēhua (When you greet and say farewell),Quēmman motlahpaloah moilliah When you greet you say,Quēmman motlahpaloah moilliah (When you greet you say),0.825
FCN-CXN-000248,B1,Tlamachtiliztli 11 Quēmman motlahpaloa huan monāhuatihtēhua (When you greet and say farewell),Tlen ticchīhua Nitlahtzoma,¿Tlen ticchīhua? Nitlahtzoma.,0.95
FCN-CXN-000249,B1,Tlamachtiliztli 11 Quēmman motlahpaloa huan monāhuatihtēhua (When you greet and say farewell),Tlen inquichīhuah Titlahtzomah,¿Tlen inquichīhuah? Titlahtzomah.,0.95
FCN-CXN-000250,B1,Tlamachtiliztli 11 Quēmman motlahpaloa huan monāhuatihtēhua (When you greet and say farewell),Titequiti Quēna nitequiti,"¿Titequiti? Quēna, nitequiti.",0.95
FCN-CXN-000251,B1,Tlamachtiliztli 11 Quēmman motlahpaloa huan monāhuatihtēhua (When you greet and say farewell),Timociahcāhua Quēna Nimociahcahua,¿Timociahcāhua? Quēna. Nimociahcahua.,0.95
FCN-CXN-000252,B1,Tlamachtiliztli 11 Quēmman motlahpaloa huan monāhuatihtēhua (When you greet and say farewell),Quēmman mācēhualli zan quināhuatihtēhua cē ācahya īnechca quiillia When you say farewell,"Quēmman mācēhualli zan quināhuatihtēhua cē ācahya īnechca quiillia (When you say farewell to someone near to you, you say)",0.8711
FCN-CXN-000253,B1,Tlamachtiliztli 11 Quēmman motlahpaloa huan monāhuatihtēhua (When you greet and say farewell),Mācēhualli tlen tēnāhuatihtēhua quihtoa The person saying farewell says,Mācēhualli tlen tēnāhuatihtēhua quihtoa (The person saying farewell says),0.95
FCN-CXN-000254,B1,Tlamachtiliztli 11 Quēmman motlahpaloa huan monāhuatihtēhua (When you greet and say farewell),Mācēhualli cihuātl tlanānquilia quihtoa A woman responds by saying,Mācēhualli cihuātl tlanānquilia quihtoa (A woman responds by saying),0.95
FCN-CXN-000255,B1,Tlamachtiliztli 11 Quēmman motlahpaloa huan monāhuatihtēhua (When you greet and say farewell),Titlanānquilia cequin tlahtlanliztli Respond to the following greetings,Titlanānquilia cequin tlahtlanliztli (Respond to the following greetings),0.95
FCN-CXN-000256,B1,Tlamachtiliztli 11 Quēmman motlahpaloa huan monāhuatihtēhua (When you greet and say farewell),A Niyōhua Cihuātl īcā tlācatl,A: Niyōhua (Cihuātl īcā tlācatl),0.95
FCN-CXN-000257,B1,Tlamachtiliztli 12 Tlachīhualiztli tlen panoz (Future tense and indefinite verbs),Ixcacuatitlan Veracruz CC BY COERLL Nahuatl,Ixcacuatitlan Veracruz CC BY COERLL Nahuatl,0.7833
FCN-CXN-000258,B1,Tlamachtiliztli 12 Tlachīhualiztli tlen panoz (Future tense and indefinite verbs),Tlachīhualiztli tlen Panoz Verbs in future or indefinite tense,Tlachīhualiztli tlen Panoz (Verbs in future or indefinite tense),0.7833
FCN-CXN-000259,B1,Tlamachtiliztli 12 Tlachīhualiztli tlen panoz (Future tense and indefinite verbs),Tlamanēxtilli tlen ahāhuitiliztli tlen tlachīhualiztli Example of conjugation of verbs,Tlamanēxtilli tlen ahāhuitiliztli tlen tlachīhualiztli (Example of conjugation of verbs),0.95
