rank,list_name,entry_id,attestation_status,phase7_status,beginner_flag,beginner_rationale,display_form,ehn_spoken_form,msn_headword,current_msn_headword,gloss_en,gloss_es,part_of_speech,semantic_domain,register,variety,pedagogical_score,source_file,source_reference,source_confidence,rule_trace
86,core_ehn_250,kw::atli::2,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,atli,atli,atli,atli,to drink water,,verb,food_water,EHN_colloquial,Eastern Huasteca Nahuatl,130,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::atli::sense-2,0.95,identity
87,core_ehn_250,kw::camanalohua::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,camanalohua,camanalohua,kamanalowa,camanalohua,to speak,,verb,verb_action,EHN_colloquial,Eastern Huasteca Nahuatl,130,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::camanalohua::sense-1,0.95,hu> w before vowel; hard c > k
88,core_ehn_250,kw::mitoniya::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,mitoniya,mitoniya,mitoniya,mitoniya,to sweat,,verb,food_water,EHN_colloquial,Eastern Huasteca Nahuatl,130,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::mitoniya::sense-1,0.95,identity
89,core_ehn_250,kw::mococohua::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,mococohua,mococohua,mokokowa,mococohua,to be sick,,verb,verb_action,EHN_colloquial,Eastern Huasteca Nahuatl,130,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::mococohua::sense-1,0.95,hu> w before vowel; hard c > k
90,core_ehn_250,kw::tlahcuilohua::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,tlahcuilohua,tlahcuilohua,tlahkuilowa,tlahcuilohua,to write,,verb,verb_action,EHN_colloquial,Eastern Huasteca Nahuatl,130,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::tlahcuilohua::sense-1,0.95,hu> w before vowel; hard c > k
91,core_ehn_250,kw::tlahtohua::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,tlahtohua,tlahtohua,tlahtowa,tlahtohua,"to speak, talk",,verb,verb_action,EHN_colloquial,Eastern Huasteca Nahuatl,130,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::tlahtohua::sense-1,0.95,hu> w before vowel
92,core_ehn_250,kw::tlacua::2,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,tlacua,tlacua,tlakua,tlacua,to eat,,verb,food_water,EHN_colloquial,Eastern Huasteca Nahuatl,130,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::tlacua::sense-2,0.95,hard c > k
93,core_ehn_250,kw::tlamacht-a::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,tlamachtía,tlamachtía,tlamachtía,tlamachtía,to teach,,verb,verb_action,EHN_colloquial,Eastern Huasteca Nahuatl,130,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::tlamachtía::sense-1,0.95,identity
94,core_ehn_250,kw::tlatoniya::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,tlatoniya,tlatoniya,tlatoniya,tlatoniya,to be hot,,verb,verb_action,EHN_colloquial,Eastern Huasteca Nahuatl,130,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::tlatoniya::sense-1,0.95,identity
95,core_ehn_250,kw::tzompilihui::2,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,tzompilihui,tzompilihui,tsompiliwi,tzompilihui,to have a cold,,verb,verb_action,EHN_colloquial,Eastern Huasteca Nahuatl,130,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::tzompilihui::sense-2,0.95,hu> w before vowel; z > s
96,core_ehn_250,kw::conepiya::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,conepiya,conepiya,konepiya,conepiya,to have a child,,verb,people_family,EHN_colloquial,Eastern Huasteca Nahuatl,128,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::conepiya::sense-1,0.95,hard c > k
97,core_ehn_250,kw::mati::4,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,mati,mati,mati,mati,to know,,verb,time_calendar,EHN_colloquial,Eastern Huasteca Nahuatl,128,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::mati::sense-4,0.95,identity
98,core_ehn_250,kw::ahqui::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,ahqui,ahqui,ahki,ahqui,to swim,,verb,verb_action,EHN_colloquial,Eastern Huasteca Nahuatl,123,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::ahqui::sense-1,0.95,qu > k before front vowel
99,core_ehn_250,kw::ayohtli::3,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,ayohtli,ayohtli,ayohtli,ayohtli,"gourd, squash",,noun,verb_action,EHN_colloquial,Eastern Huasteca Nahuatl,123,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::ayohtli::sense-3,0.95,identity
100,core_ehn_250,kw::chivo::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,chivo,chivo,chivo,chivo,goat,,noun,verb_action,EHN_colloquial,Eastern Huasteca Nahuatl,123,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::chivo::sense-1,0.95,identity
101,core_ehn_250,kw::cholohua::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,cholohua,cholohua,cholowa,cholohua,to flee,,verb,verb_action,EHN_colloquial,Eastern Huasteca Nahuatl,123,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::cholohua::sense-1,0.95,hu> w before vowel
102,core_ehn_250,kw::firmaroa::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,firmaroa,firmaroa,firmaroa,firmaroa,to sign,,verb,verb_action,EHN_colloquial,Eastern Huasteca Nahuatl,123,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::firmaroa::sense-1,0.95,identity
103,core_ehn_250,kw::gobierno::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,gobierno,gobierno,gobierno,gobierno,government,,noun,verb_action,EHN_colloquial,Eastern Huasteca Nahuatl,123,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::gobierno::sense-1,0.95,identity
104,core_ehn_250,kw::calaqui::2,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,calaqui,calaqui,kalaki,calaqui,to enter,,verb,verb_action,EHN_colloquial,Eastern Huasteca Nahuatl,123,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::calaqui::sense-2,0.95,qu > k before front vowel; hard c > k
105,core_ehn_250,kw::miqui::3,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,miqui,miqui,miki,miqui,to die,,verb,verb_action,EHN_colloquial,Eastern Huasteca Nahuatl,123,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::miqui::sense-3,0.95,qu > k before front vowel
106,core_ehn_250,kw::nehnemi::2,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,nehnemi,nehnemi,nehnemi,nehnemi,to walk,,verb,verb_action,EHN_colloquial,Eastern Huasteca Nahuatl,123,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::nehnemi::sense-2,0.95,identity
107,core_ehn_250,kw::tecotli::2,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,tecotli,tecotli,tekotli,tecotli,god,,noun,verb_action,EHN_colloquial,Eastern Huasteca Nahuatl,123,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::tecotli::sense-2,0.95,hard c > k
108,core_ehn_250,kw::tepaht-a::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,tepahtía,tepahtía,tepahtía,tepahtía,to cure,,verb,verb_action,EHN_colloquial,Eastern Huasteca Nahuatl,123,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::tepahtía::sense-1,0.95,identity
109,core_ehn_250,kw::tici::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,tici,tici,tisi,tici,to grind,,verb,verb_action,EHN_colloquial,Eastern Huasteca Nahuatl,123,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::tici::sense-1,0.95,soft c > s
110,core_ehn_250,kw::tlaxahua::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,tlaxahua,tlaxahua,tlaxawa,tlaxahua,to dig,,verb,verb_action,EHN_colloquial,Eastern Huasteca Nahuatl,123,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::tlaxahua::sense-1,0.95,hu> w before vowel
111,core_ehn_250,kw::toza::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,toza,toza,tosa,toza,gopher,,noun,verb_action,EHN_colloquial,Eastern Huasteca Nahuatl,123,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::toza::sense-1,0.95,z > s
112,core_ehn_250,kw::huetzi::2,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,huetzi,huetzi,wetsi,huetzi,to fall,,verb,verb_action,EHN_colloquial,Eastern Huasteca Nahuatl,123,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::huetzi::sense-2,0.95,hu> w before vowel; z > s
113,core_ehn_250,kw::huica::3,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,huica,huica,wika,huica,to sing,,verb,verb_action,EHN_colloquial,Eastern Huasteca Nahuatl,123,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::huica::sense-3,0.95,hu> w before vowel; hard c > k
114,core_ehn_250,kw::awiyak::2,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,awiyak,awiyak,awiyak,awiyak,good-smelling,,adj,verb_action,EHN_colloquial,Eastern Huasteca Nahuatl,121,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::awiyak::sense-2,0.95,identity
115,core_ehn_250,kw::cualli::3,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,cualli,cualli,kualli,cualli,good,,adj,verb_action,EHN_colloquial,Eastern Huasteca Nahuatl,121,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::cualli::sense-3,0.95,hard c > k
116,core_ehn_250,kw::apipiyalotl::2,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,apipiyalotl,apipiyalotl,apipiyalotl,apipiyalotl,dragonfly,,noun,verb_action,EHN_colloquial,Eastern Huasteca Nahuatl,120,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::apipiyalotl::sense-2,0.95,identity
117,core_ehn_250,kw::atl::6,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,atl,atl,atl,atl,water,,noun,food_water,EHN_colloquial,Eastern Huasteca Nahuatl,120,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::atl::sense-6,0.95,identity
118,core_ehn_250,kw::etamalli::3,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,etamalli,etamalli,etamalli,etamalli,bean tamale,,noun,food_water,EHN_colloquial,Eastern Huasteca Nahuatl,120,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::etamalli::sense-3,0.95,identity
119,core_ehn_250,kw::etixtli::2,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,etixtli,etixtli,etixtli,etixtli,Dough made from ground beans,,noun,food_water,EHN_colloquial,Eastern Huasteca Nahuatl,120,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::etixtli::sense-2,0.95,identity
120,core_ehn_250,kw::etl::4,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,etl,etl,etl,etl,bean,,noun,food_water,EHN_colloquial,Eastern Huasteca Nahuatl,120,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::etl::sense-4,0.95,identity
121,core_ehn_250,kw::etzontli::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,etzontli,etzontli,etsontli,etzontli,a bean bush,,noun,food_water,EHN_colloquial,Eastern Huasteca Nahuatl,120,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::etzontli::sense-1,0.95,z > s
122,core_ehn_250,kw::eyoli::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,eyoli,eyoli,eyoli,eyoli,bean seed,,noun,food_water,EHN_colloquial,Eastern Huasteca Nahuatl,120,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::eyoli::sense-1,0.95,identity
123,core_ehn_250,kw::cahuatlehco::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,cahuatlehco,cahuatlehco,kawatlehko,cahuatlehco,to ride a horse,,verb,verb_action,EHN_colloquial,Eastern Huasteca Nahuatl,120,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::cahuatlehco::sense-1,0.95,hu> w before vowel; hard c > k
124,core_ehn_250,kw::nakatl::3,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,nakatl,nakatl,nakatl,nakatl,meat,,noun,food_water,EHN_colloquial,Eastern Huasteca Nahuatl,120,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::nakatl::sense-3,0.95,identity
125,core_ehn_250,kw::zayolnectli::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,zayolnectli,zayolnectli,sayolnektli,zayolnectli,honey from a bee,,noun,verb_action,EHN_colloquial,Eastern Huasteca Nahuatl,120,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::zayolnectli::sense-1,0.95,z > s; hard c > k
126,core_ehn_250,kw::tlamachtihquetl::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,tlamachtihquetl,tlamachtihquetl,tlamachtihketl,tlamachtihquetl,teacher,,noun,verb_action,EHN_colloquial,Eastern Huasteca Nahuatl,120,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::tlamachtihquetl::sense-1,0.95,qu > k before front vowel
127,core_ehn_250,kw::tlamamalli::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,tlamamalli,tlamamalli,tlamamalli,tlamamalli,"load, cargo",,noun,verb_action,EHN_colloquial,Eastern Huasteca Nahuatl,120,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::tlamamalli::sense-1,0.95,identity
128,core_ehn_250,kw::tlanahuatihquetl::2,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,tlanahuatihquetl,tlanahuatihquetl,tlanawatihketl,tlanahuatihquetl,governor,,noun,verb_action,EHN_colloquial,Eastern Huasteca Nahuatl,120,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::tlanahuatihquetl::sense-2,0.95,hu> w before vowel; qu > k before front vowel
129,core_ehn_250,kw::tlanahuat-a::2,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,tlanahuatía,tlanahuatía,tlanawatía,tlanahuatía,to send,,verb,verb_action,EHN_colloquial,Eastern Huasteca Nahuatl,120,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::tlanahuatía::sense-2,0.95,hu> w before vowel
130,core_ehn_250,kw::waleyah::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,waleyah,waleyah,waleyah,waleyah,watermelon,,noun,food_water,EHN_colloquial,Eastern Huasteca Nahuatl,120,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::waleyah::sense-1,0.95,identity
131,core_ehn_250,kw::amigo::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,amigo,amigo,amigo,amigo,friend,,noun,people_family,EHN_colloquial,Eastern Huasteca Nahuatl,118,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::amigo::sense-1,0.95,identity
132,core_ehn_250,kw::siwatl::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,siwatl,siwatl,siwatl,siwatl,woman,,noun,people_family,EHN_colloquial,Eastern Huasteca Nahuatl,118,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::siwatl::sense-1,0.95,identity
133,core_ehn_250,kw::tlacatl::6,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,tlacatl,tlacatl,tlakatl,tlacatl,man,,noun,people_family,EHN_colloquial,Eastern Huasteca Nahuatl,118,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::tlacatl::sense-6,0.95,hard c > k
134,core_ehn_250,kw::huampo::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,huampo,huampo,wampo,huampo,friend,,noun,people_family,EHN_colloquial,Eastern Huasteca Nahuatl,118,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::huampo::sense-1,0.95,hu> w before vowel
135,core_ehn_250,kw::hueyi::3,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,hueyi,hueyi,weyi,hueyi,"big, great",,adj,food_water,EHN_colloquial,Eastern Huasteca Nahuatl,118,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::hueyi::sense-3,0.95,hu> w before vowel
136,core_ehn_250,kw::exinachtli::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,exinachtli,exinachtli,exinachtli,exinachtli,bean seed,,noun,food_water,EHN_colloquial,Eastern Huasteca Nahuatl,117,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::exinachtli::sense-1,0.95,identity
137,core_ehn_250,kw::miquiliztli::3,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,miquiliztli,miquiliztli,mikilistli,miquiliztli,death,,noun,food_water,EHN_colloquial,Eastern Huasteca Nahuatl,117,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::miquiliztli::sense-3,0.95,qu > k before front vowel; z > s
138,core_ehn_250,kw::tlaxcaloa::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,tlaxcaloa,tlaxcaloa,tlaxkaloa,tlaxcaloa,to make tortillas,,verb,food_water,EHN_colloquial,Eastern Huasteca Nahuatl,117,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::tlaxcaloa::sense-1,0.95,hard c > k
139,core_ehn_250,kw::tlaxkaloa::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,tlaxkaloa,tlaxkaloa,tlaxkaloa,tlaxkaloa,To make tortillas,,verb,food_water,EHN_colloquial,Eastern Huasteca Nahuatl,117,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::tlaxkaloa::sense-1,0.95,identity
140,core_ehn_250,kw::tzopelatl::2,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,tzopelatl,tzopelatl,tsopelatl,tzopelatl,soda (drink),,noun,food_water,EHN_colloquial,Eastern Huasteca Nahuatl,117,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::tzopelatl::sense-2,0.95,z > s
141,core_ehn_250,kw::amatl::6,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,amatl,amatl,amatl,amatl,paper,,noun,home_objects,EHN_colloquial,Eastern Huasteca Nahuatl,116,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::amatl::sense-6,0.95,identity
142,core_ehn_250,kw::amatl::7,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,amatl,amatl,amatl,amatl,book,,noun,home_objects,EHN_colloquial,Eastern Huasteca Nahuatl,116,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::amatl::sense-7,0.95,identity
143,core_ehn_250,kw::calli::5,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,calli,calli,kalli,calli,house,,noun,home_objects,EHN_colloquial,Eastern Huasteca Nahuatl,116,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::calli::sense-5,0.95,hard c > k
144,core_ehn_250,kw::cartilla::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,cartilla,cartilla,kartilla,cartilla,"card, book",,noun,home_objects,EHN_colloquial,Eastern Huasteca Nahuatl,116,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::cartilla::sense-1,0.95,hard c > k
145,core_ehn_250,kw::libro::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,libro,libro,libro,libro,book,,noun,home_objects,EHN_colloquial,Eastern Huasteca Nahuatl,116,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::libro::sense-1,0.95,identity
146,core_ehn_250,kw::alaxoxtontli::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,alaxoxtontli,alaxoxtontli,alaxoxtontli,alaxoxtontli,mandarine,,noun,people_family,EHN_colloquial,Eastern Huasteca Nahuatl,115,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::alaxoxtontli::sense-1,0.95,identity
147,core_ehn_250,kw::ichpocatl::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,ichpocatl,ichpocatl,ichpokatl,ichpocatl,young woman,,noun,people_family,EHN_colloquial,Eastern Huasteca Nahuatl,115,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::ichpocatl::sense-1,0.95,hard c > k
148,core_ehn_250,kw::camanalohquetl::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,camanalohquetl,camanalohquetl,kamanalohketl,camanalohquetl,speaker,,noun,people_family,EHN_colloquial,Eastern Huasteca Nahuatl,115,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::camanalohquetl::sense-1,0.95,qu > k before front vowel; hard c > k
149,core_ehn_250,kw::kamanaltiketl::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,kamanaltiketl,kamanaltiketl,kamanaltiketl,kamanaltiketl,speaker,,noun,people_family,EHN_colloquial,Eastern Huasteca Nahuatl,115,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::kamanaltiketl::sense-1,0.95,identity
150,core_ehn_250,kw::mangocuahuitl::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,mangocuahuitl,mangocuahuitl,mangokuawitl,mangocuahuitl,mango tree,,noun,people_family,EHN_colloquial,Eastern Huasteca Nahuatl,115,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::mangocuahuitl::sense-1,0.95,hu> w before vowel; hard c > k
151,core_ehn_250,kw::oquichtli::5,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,oquichtli,oquichtli,okichtli,oquichtli,man,,noun,people_family,EHN_colloquial,Eastern Huasteca Nahuatl,115,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::oquichtli::sense-5,0.95,qu > k before front vowel
152,core_ehn_250,kw::otonlalax::2,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,otonlalax,otonlalax,otonlalax,otonlalax,mandarin orange,,noun,people_family,EHN_colloquial,Eastern Huasteca Nahuatl,115,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::otonlalax::sense-2,0.95,identity
153,core_ehn_250,kw::pilconetzi::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,pilconetzi,pilconetzi,pilkonetsi,pilconetzi,child,,noun,people_family,EHN_colloquial,Eastern Huasteca Nahuatl,115,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::pilconetzi::sense-1,0.95,z > s; hard c > k
154,core_ehn_250,kw::citlal-cetl::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,citlal cetl,citlal cetl,sitlal setl,citlal cetl,snow,,noun,time_calendar,EHN_colloquial,Eastern Huasteca Nahuatl,115,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::citlal cetl::sense-1,0.95,soft c > s
155,core_ehn_250,kw::telpokatl::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,telpokatl,telpokatl,telpokatl,telpokatl,"young person, young man",,noun,people_family,EHN_colloquial,Eastern Huasteca Nahuatl,115,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::telpokatl::sense-1,0.95,identity
156,core_ehn_250,kw::huacaxcuitlatl::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,huacaxcuitlatl,huacaxcuitlatl,wakaxkuitlatl,huacaxcuitlatl,cow manure,,noun,people_family,EHN_colloquial,Eastern Huasteca Nahuatl,115,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::huacaxcuitlatl::sense-1,0.95,hu> w before vowel; hard c > k
157,core_ehn_250,kw::huehuentzi::2,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,huehuentzi,huehuentzi,wewentsi,huehuentzi,old man,,noun,people_family,EHN_colloquial,Eastern Huasteca Nahuatl,115,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::huehuentzi::sense-2,0.95,hu> w before vowel; z > s
158,core_ehn_250,kw::pezohtli::3,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,pezohtli,pezohtli,pesohtli,pezohtli,"badger, coati",,noun,quality_color,EHN_colloquial,Eastern Huasteca Nahuatl,114,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::pezohtli::sense-3,0.95,z > s
159,core_ehn_250,kw::tleno::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,tleno,tleno,tleno,tleno,nothing,,noun,quality_color,EHN_colloquial,Eastern Huasteca Nahuatl,114,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::tleno::sense-1,0.95,identity
160,core_ehn_250,kw::metatl::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,metatl,metatl,metatl,metatl,"metate, grinding stone",,noun,verb_action,EHN_colloquial,Eastern Huasteca Nahuatl,113,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::metatl::sense-1,0.95,identity
161,core_ehn_250,kw::zacacalli::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,zacacalli,zacacalli,sakakalli,zacacalli,hay storehouse,,noun,home_objects,EHN_colloquial,Eastern Huasteca Nahuatl,113,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::zacacalli::sense-1,0.95,z > s; hard c > k
162,core_ehn_250,kw::soldado::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,soldado,soldado,soldado,soldado,soldier,,noun,verb_action,EHN_colloquial,Eastern Huasteca Nahuatl,113,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::soldado::sense-1,0.95,identity
163,core_ehn_250,kw::tizquetl::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,tizquetl,tizquetl,tisketl,tizquetl,"a miller, grinder",,noun,verb_action,EHN_colloquial,Eastern Huasteca Nahuatl,113,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::tizquetl::sense-1,0.95,qu > k before front vowel; z > s
164,core_ehn_250,kw::tlapechtli::3,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,tlapechtli,tlapechtli,tlapechtli,tlapechtli,bed,,noun,home_objects,EHN_colloquial,Eastern Huasteca Nahuatl,113,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::tlapechtli::sense-3,0.95,identity
165,core_ehn_250,kw::onca::1,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,onca,onca,onka,onca,there is,,verb,general,EHN_colloquial,Eastern Huasteca Nahuatl,112,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::onca::sense-1,0.95,hard c > k
166,core_ehn_250,kw::huetztoc::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,huetztoc,huetztoc,wetstok,huetztoc,fallen,,adj,verb_action,EHN_colloquial,Eastern Huasteca Nahuatl,111,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::huetztoc::sense-1,0.95,hu> w before vowel; z > s; hard c > k
167,core_ehn_250,kw::alaxox::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,alaxox,alaxox,alaxox,alaxox,orange,,noun,food_water,EHN_colloquial,Eastern Huasteca Nahuatl,110,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::alaxox::sense-1,0.95,identity
