entry_id,headword,part_of_speech,variety,gloss_en,editorial_status,notes_internal
SM::013525,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=quail, canauac. | roots=quail; canauac | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::013528,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=quaitl, cel. | roots=quaitl; cel | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::013537,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=quaitl, ... (?). | roots=quaitl | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::013548,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=quail, chichiliw. | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::013562,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=quachtli, pamitl. | roots=quachtli; pamitl | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::013584,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=quaitl, coyonia. | roots=quaitl; coyonia | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::013589,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=quaill, coztic. | roots=quaill; coztic | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::013591,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=quaitl, cuecuechoa. | roots=quaitl; cuecuechoa | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::013612,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=quaitl, ictaya. | roots=quaitl; ictaya | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::013628,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=qualani, itta. | roots=qualani; itta | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::013632,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=qualani, namiqui. | roots=qualani; namiqui | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::013636,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=qualani, quequeca. | roots=qualani; quequeca | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::013661,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=qualani, quiça. | roots=qualani; quiça | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::013665,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=qualani, uetzi. | roots=qualani; uetzi | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::013682,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=qualli, tlamatini. | roots=qualli; tlamatini | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::013699,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=qualneci, ca. | roots=qualneci; ca | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::013741,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=quammaitl, maxaloa. | roots=quammaitl; maxaloa | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::013774,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=quaitl, papatztc. | roots=quaitl; papatztc | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::013790,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=quappachcentli, 1laolli. | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::013795,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=quauitl, pachtli. | roots=quauitl; pachtli | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::013852,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=quaquauitl, conetl. | roots=quaquauitl; conetl | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::013863,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=quaquauhtentzone, conetl. | roots=quaquauhtentzone; conetl | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::013866,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=quaquauhtentzone, tomitl. | roots=quaquauhtentzone; tomitl | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::013885,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=quaitl, he | roots=quaitl; he | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::013932,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=quaitl, tlapana. | roots=quaitl; tlapana | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::013947,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=quaitl, tototl. | roots=quaitl; tototl | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::013949,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=quaül, tozthi. | roots=quaül; tozthi | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::013959,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=quatzonth, tlacuiyalli. | roots=quatzonth; tlacuiyalli | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::013961,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=quaitl, tzonth. | roots=quaitl; tzonth | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::013976,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=quauhapaztli, pechtli (?). | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::013983,RR,unknown,Classical Nahuatl,,Flagged,definition_fr=Feuille d'arbre. l | | | duplicate_candidate_key=rr|unknown|classical nahuatl|
SM::013997,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=quauhcalli, pra. | roots=quauhcalli; pra | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::014021,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=quauhili, coatl. | roots=quauhili; coatl | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::014026,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=quauitl, cocotoctli. | roots=quauitl; cocotoctli | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::014048,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=quauitl, ichpoli. | roots=quauitl; ichpoli | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::014071,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=quauitl, itzcuinth. | roots=quauitl; itzcuinth | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::014086,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=quauitl, nahuac. | roots=quauitl; nahuac | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::014096,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=quauhnecutli, çayolin. | roots=quauhnecutli; çayolin | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::014109,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=quauil, ocuilin. | roots=quauil; ocuilin | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::014142,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=quauitl, quiauac. | roots=quauitl; quiauac | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::014148,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=quauhtema , çacatia. | roots=quauhtema; çacatia | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::014153,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=quauill, tecpanth. | roots=quauill; tecpanth | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::014162,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=quauhtemalacatl, elquauhyotl. | roots=quauhtemalacatl; elquauhyotl | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::014174,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=quauil, temalli. | roots=quauil; temalli | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::014177,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=quauhtli, temo. | roots=quauhtli; temo | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::014185,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=quauitl, tepantli. | roots=quauitl; tepantli | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::014188,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=DE des dieux de l’eau. On revêtait les enfants destinés au sacrifice de papiers teints en rouge, et on leur donnait le nom même de la montagne (Sah.). RR. quauitl, tepetl. | roots=quauitl; tepetl | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::014205,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=quauitl, textic, totonth. | roots=quauitl; textic; totonth | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::014244,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=quauitl, tlalilh. | roots=quauitl; tlalilh | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::014257,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=quauitl, llapana. | roots=quauitl; llapana | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::014261,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=quauitl, tlapipilhuaztli. | roots=quauitl; tlapipilhuaztli | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::014264,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=quauitl, tlaqualh. | roots=quauitl; tlaqualh | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::014266,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=quauitl, tlaquetzalli. | roots=quauitl; tlaquetzalli | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::014273,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=quauitl, Ulatlaça. | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::014284,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=quauitl, tlatzaqualh. | roots=quauitl; tlatzaqualh | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::014288,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=quauitl, tlatzoa. | roots=quauitl; tlatzoa | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::014299,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=quauhtli, tletl, mul. | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::014302,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=quauhtli, tloth. | roots=quauhtli; tloth | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::014326,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=quauitl, tzatzapitza. | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::014335,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=quauhili, tzontli. | roots=quauhili; tzontli | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::014347,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=quauhili, ueue. | roots=quauhili; ueue | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::014352,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=quauhuitzcolotl, tla. | roots=quauhuitzcolotl; tla | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::014355,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=quauhuitzmecatl, tla. | roots=quauhuitzmecatl; tla | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::014369,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=quauitl, xinachtli. | roots=quauitl; xinachtli | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::014372,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=quauhæima, can. | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::014375,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=quauil, æiotl. | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::014383,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=quauhæiuitl, quimuloa. | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::014388,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=quauitl, iuitl. | roots=quauitl; iuitl | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::014403,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=quauitl, yetl. | roots=quauitl; yetl | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::014416,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=quauitzmecatl, tla. | roots=quauitzmecatl; tla | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::014427,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=quaitl, æamania. | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::014447,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=quaxochtli, namiqui. | roots=quaxochtli; namiqui | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::014461,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=quaitl, xolaua. | roots=quaitl; xolaua | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::014477,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=quechtli, aqui (?). | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::014499,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=quechtli, naua. | roots=quechtli; naua | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::014506,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=quechtli, palaniliatl. | roots=quechtli; palaniliatl | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::014514,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=quechtli, piazth. | roots=quechtli; piazth | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::014525,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=quechili, tequi. | roots=quechili; tequi | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::014529,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=quechth, tlalhuatl. | roots=quechth; tlalhuatl | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::014531,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=quechth, tlamachtl. | roots=quechth; tlamachtl | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::014534,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=quechili, Ulatlaga. | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::014545,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=quen, izquipa. | roots=quen; izquipa | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::014586,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=quequelh, mat. | roots=quequelh; mat | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::014589,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=quequeloa, ca. | roots=quequeloa; ca | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::014592,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=quequetza, nemi. | roots=quequetza; nemi | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::014624,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=queso, payana. | roots=queso; payana | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::014628,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=quetzalli, apan. | roots=quetzalli; apan | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::014631,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=quetzalli, ail. | roots=quetzalli; ail | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::014633,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=quetzalli, aztatl, tzontli. | roots=quetzalli; aztatl; tzontli | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::014637,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=quetzalli, coatl. | roots=quetzalli; coatl | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::014640,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=quetzalli, comitl. | roots=quetzalli; comitl | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::014644,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=quetzalli, ichth. | roots=quetzalli; ichth | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::014646,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=quetzalh, ilpia. | roots=quetzalh; ilpia | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::014650,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=quetzalli, itzthi. | roots=quetzalli; itzthi | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::014683,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=quetza, icac. | roots=quetza; icac | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::014687,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=quetza, tlani. | roots=quetza; tlani | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::014747,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=quiyotl, puztequi. | roots=quiyotl; puztequi | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::014749,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=quiyotl, quauitl. | roots=quiyotl; quauitl | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::014763,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=quilitl, yecoa. | roots=quilitl; yecoa | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::014771,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=quilil, mail. | roots=quilil; mail | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::014803,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=quimichin, tetzotzoyotl. | | roots=quimichin; tetzotzoyotl | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::014851,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=quiotl, puztequi. | roots=quiotl; puztequi | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::014868,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=quiquiça, yan. | roots=quiquiça; yan | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::014932,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=quiça, uetzi. | roots=quiça; uetzi | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::014948,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tamalli, ayotli. | roots=tamalli; ayotli | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::014968,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tapachtli, quentia. | roots=tapachtli; quentia | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::014982,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tapayollalia, ca. | roots=tapayollalia; ca | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::014989,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tapacacopichtli, chiua. | roots=tapacacopichtli; chiua | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::014999,RR,unknown,Classical Nahuatl,,Flagged,definition_fr=tapaleatl ; neloa. | duplicate_candidate_key=rr|unknown|classical nahuatl|
SM::015140,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tecalh, co. | roots=tecalh; co | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::015181,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tecaxil, c. | roots=tecaxil | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::015254,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=cha, yan. | roots=cha; yan | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::015286,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=techicoitohizth, ca. | roots=techicoitohizth; ca | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::015361,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=cochitia, yan. | roots=cochitia; yan | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::015432,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tetl, coneua. | roots=tetl; coneua | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::015487,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tecpatli, tlan. | roots=tecpatli; tlan | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::015499,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tecpillatolizth, ca. | roots=tecpillatolizth; ca | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::015530,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tequani, tepetl, c. | roots=tequani; tepetl | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::015535,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tecucilton (?), tototl. | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::015604,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tecutli, nemu. | roots=tecutli; nemu | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::015799,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=ilpia, yan. | roots=ilpia; yan | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::015843,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=teyolilacohizthi, ca. | roots=teyolilacohizthi; ca | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::015885,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=yollotl, pachoa. | roots=yollotl; pachoa | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::015945,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=teixcuetlanaltihzthi, ca. | roots=teixcuetlanaltihzthi; ca | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::015998,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=ixnempeualtilizth, ca. | roots=ixnempeualtilizth; ca | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::016011,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=teixpopoyochiualiztli, ca. | roots=teixpopoyochiualiztli; ca | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::016069,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=telpocatl, piltonth. | roots=telpocatl; piltonth | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::016077,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=telpochtli, coneyotl. | roots=telpochtli; coneyotl | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::016133,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=macpilh, tlatzini. | roots=macpilh; tlatzini | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::016203,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tematlatl, ca. | roots=tematlatl; ca | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::016227,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=temauizpololiztli, ca. | roots=temauizpololiztli; ca | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::016236,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=temazcalh, ixth, | roots=temazcalh; ixth | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::016239,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=temazcalh, cith. | roots=temazcalh; cith | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::016280,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tetl, null. | roots=tetl; null | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::016322,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tenth, metlapilh. | roots=tenth; metlapilh | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::016352,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tenth, pachoa. | | roots=tenth; pachoa | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::016355,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tent, papaçoloa. | roots=tent; papaçoloa | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::016359,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tent, patilia. | roots=tent; patilia | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::016368,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tentli, pipitzoa. | roots=tentli; pipitzoa | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::016375,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tentli, poçoni. | roots=tentli; poçoni | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::016402,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tenamaztli, napaloa. | roots=tenamaztli; napaloa | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::016508,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tenextli, coquil. | roots=tenextli; coquil | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::016589,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tenextli, poloa. | roots=tenextli; poloa | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::016591,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tenextli, tamalli. | roots=tenextli; tamalli | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::016662,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tentli, qualactli. | roots=tentli; qualactli | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::016666,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tentli, qua. | roots=tentli; qua | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::016672,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tenquauil, apana. | roots=tenquauil; apana | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::016678,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tentli, quauitl. | roots=tentli; quauitl | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::016688,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tentli, tequi. | roots=tentli; tequi | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::016704,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tenih, tlalia. | roots=tenih; tlalia | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::016727,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tentli, tomaua. | roots=tentli; tomaua | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::016740,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tentzonthi, cuztic. | roots=tentzonthi; cuztic | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::016744,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tentzontli, ixua. | roots=tentzontli; ixua | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::016753,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tentzonthi, thluc. | roots=tentzonthi; thluc | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::016776,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tenxochitl, tzotzona. | roots=tenxochitl; tzotzona | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::016785,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=teotl, atl. | roots=teotl; atl | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::016789,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=teotl, auializtli. | roots=teotl; auializtli | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::016816,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=teotl, cipactli. | roots=teotl; cipactli | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::016819,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=teociui, nemi. | roots=teociui; nemi | duplicate_candidate_key=rr|unknown|classical nahuatl|"
