entry_id,headword,part_of_speech,variety,gloss_en,editorial_status,notes_internal
SM::016831,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=teotl, comutl. | roots=teotl; comutl | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::016900,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=teocuitlail, tlatlatilh. | roots=teocuitlail; tlatlatilh | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::016932,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=teotl, itztli, tlan. | roots=teotl; itztli; tlan | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::016946,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=teotl, metl. | roots=teotl; metl | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::016980,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=teotl, octhi. | roots=teotl; octhi | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::016987,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=teopantlhi, cali. | roots=teopantlhi; cali | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::016994,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=teopanth, itztzacayotl. | roots=teopanth; itztzacayotl | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::017001,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=teopixqui, chantli. | roots=teopixqui; chantli | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::017003,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=teopixcayoil, chichiua. | roots=teopixcayoil; chichiua | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::017010,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=teopixqui, nauatilli. | roots=teopixqui; nauatilli | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::017061,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=teotl, tetl. | roots=teotl; tetl | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::017087,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=teotl, tlamatini. | roots=teotl; tlamatini | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::017098,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=teotlatolh, cuepa. | roots=teotlatolh; cuepa | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::017108,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=teotlatolh, melaua. | roots=teotlatolh; melaua | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::017169,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tepantli, pitzacth. | roots=tepantli; pitzacth | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::017193,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tepantli, quachichiquille. | roots=tepantli; quachichiquille | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::017236,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tetl, patlactli. | roots=tetl; patlactli | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::017240,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tepetl, amalacotl. | roots=tepetl; amalacotl | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::017246,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tepetl, cent. | roots=tepetl; cent | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::017248,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tepetl, chacallin. | roots=tepetl; chacallin | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::017261,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tepetl, copalli. | roots=tepetl; copalli | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::017264,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tepetl, ehecatl. | roots=tepetl; ehecatl | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::017271,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tepetl, yacatl, c. | roots=tepetl; yacatl | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::017274,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tepetl, yauhth. | roots=tepetl; yauhth | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::017278,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tepetl, itzcuintlhi. | roots=tepetl; itzcuintlhi | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::017281,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tepetl, mal, pan. | roots=tepetl; mal; pan | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::017283,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tepetl, maxtla. | roots=tepetl; maxtla | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::017313,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tepetlatl, calli. | roots=tepetlatl; calli | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::017320,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tepetlatl, oztotl, c. | roots=tepetlatl; oztotl | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::017326,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tepetlatl, æiuitl. | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::017337,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tepetl, tinco. | roots=tepetl; tinco | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::017357,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tepexitl, nanacatl. | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::017373,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tepictli, quiltl. | roots=tepictli; quiltl | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::017375,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tepilli, camatl. | roots=tepilli; camatl | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::017397,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tepinauhtiliztli, momozth. | roots=tepinauhtiliztli; momozth | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::017439,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tepitzaui, malina. | roots=tepitzaui; malina | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::017484,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tetl, popoçoni. | roots=tetl; popoçoni | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::017514,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tepuchichiqui, tlateconi. | roots=tepuchichiqui; tlateconi | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::017517,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tepuzthi, chimalli. | roots=tepuzthi; chimalli | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::017520,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tepulli, ayoll. | roots=tepulli; ayoll | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::017526,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tepulli, quaxipeuhcail. | roots=tepulli; quaxipeuhcail | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::017544,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tepuztli, taitziquiloa, tlatecom. | roots=tepuztli; taitziquiloa; tlatecom | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::017564,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tepuztli, amatl. | roots=tepuztli; amatl | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::017574,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tepuztli, apaztli. | roots=tepuztli; apaztli | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::017576,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tepuztli, atilia. | roots=tepuztli; atilia | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::017579,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tepuzcacalocotonaliali, ca. | roots=tepuzcacalocotonaliali; ca | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::017592,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tepuzchichiqui, tlateconi. | roots=tepuzchichiqui; tlateconi | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::017601,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tepuztli, coloa. | roots=tepuztli; coloa | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::017603,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tepuztli, coloa. | roots=tepuztli; coloa | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::017613,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tepuzyaualli, quixtia. | roots=tepuzyaualli; quixtia | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::017617,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tepuzth, icpatl. | roots=tepuzth; icpatl | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::017652,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tepuztli, maitl. | roots=tepuztli; maitl | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::017685,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tepuztli, quiquiztli. | roots=tepuztli; quiquiztli | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::017687,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tepuztli, teca. ; | roots=tepuztli; teca | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::017698,RR,unknown,Classical Nahuatl,,Flagged,definition_fr=tepuztli. tenchall. | roots=tepuztli | duplicate_candidate_key=rr|unknown|classical nahuatl|
SM::017711,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tepuztli, ana. | roots=tepuztli; ana | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::017752,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tepuztli, tzotzona. | roots=tepuztli; tzotzona | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::017755,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tepuztli, tzuma. | roots=tepuztli; tzuma | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::017761,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tepuztlauiathi, ca. | roots=tepuztlauiathi; ca | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::017774,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tepuzthi, topilli. | roots=tepuzthi; topilli | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::017780,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tepuztli, tzapinia. | roots=tepuztli; tzapinia | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::017792,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tepuztli, uitzth. | roots=tepuztli; uitzth | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::017800,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=teil (?), quachth. | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::017808,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=quaul, cuicui. | roots=quaul; cuicui | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::017840,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tequani, conetl. | roots=tequani; conetl | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::017869,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=quatequia, yan. | roots=quatequia; yan | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::017919,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tequetzumalizth, ca. | roots=tequetzumalizth; ca | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::017931,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tequitl, caua. | roots=tequitl; caua | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::017938,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tequi, cuitlauiltia. | roots=tequi; cuitlauiltia | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::017947,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tequi, mati. | roots=tequi; mati | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::017964,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tequitl, pachoa. | roots=tequitl; pachoa | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::017984,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tequitl, tlaça. | roots=tequitl; tlaça | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::017994,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tequitl, tlatalhuia. | roots=tequitl; tlatalhuia | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::017996,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tequi, latia. | roots=tequi; latia | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::018025,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tequixquitl, patic. | roots=tequixquitl; patic | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::018028,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tequixquitl, la. | roots=tequixquitl; la | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::018033,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=teil, quixtia. | roots=teil; quixtia | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::018128,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tenamitl, teputzli, co. | roots=tenamitl; teputzli; co | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::018155,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tetentzaqualizih, ca. : | roots=tetentzaqualizih; ca | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::018207,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tetepuzcacalouiliztli, ca. | roots=tetepuzcacalouiliztli; ca | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::018239,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tetequilli, nezcayotl. | roots=tetequilli; nezcayotl | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::018279,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=teteutl, ana. | roots=teteutl; ana | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::018284,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=teteuh, aquia. | roots=teteuh; aquia | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::018291,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=teteuh, quitzquia. | roots=teteuh; quitzquia | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::018293,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=teteuh, tzuzquia. | roots=teteuh; tzuzquia | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::018313,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tetl, icpac. | roots=tetl; icpac | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::018366,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tetlaciauiltihizili, ca. | roots=tetlaciauiltihizili; ca | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::018404,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tetl, cuiloa. | roots=tetl; cuiloa | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::018431,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tetlaioultiliztli, tequipane. | roots=tetlaioultiliztli; tequipane | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::018542,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tetlanquechiliztli, ca. | roots=tetlanquechiliztli; ca | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::018575,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tetlapana, yan. | roots=tetlapana; yan | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::018634,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tetlatlacalhuihiztli, ca. | roots=tetlatlacalhuihiztli; ca | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::018680,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tetlatlamiizth, ca. | roots=tetlatlamiizth; ca | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::018793,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tetlatzowhlizth, ca. | roots=tetlatzowhlizth; ca | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::018796,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tetlatzowlizth, ca. | roots=tetlatzowlizth; ca | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::018802,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tetlauelcaqulilizth, ca. | roots=tetlauelcaqulilizth; ca | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::018873,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tetl, ihilli. | roots=tetl; ihilli | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::018893,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=toca, yan. | roots=toca; yan | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::018948,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tzacwa, ca. | roots=tzacwa; ca | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::018982,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tetzauhqui, teotl. | roots=tetzauhqui; teotl | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::019009,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tetzicueualh, tla. | roots=tetzicueualh; tla | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::019021,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tetzilini, quiga. | roots=tetzilini; quiga | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::019061,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tetzontli, tepetl, c. | roots=tetzontli; tepetl | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::019093,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tetl, uapalli. | roots=tetl; uapalli | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::019153,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=teutl, ilacatzoa. | roots=teutl; ilacatzoa | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::019158,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=teuilocaxitl, chiua. | roots=teuilocaxitl; chiua | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::019163,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tewilotl, ca. | roots=tewilotl; ca | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::019178,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=teuitztli, nanauatl. | roots=teuitztli; nanauatl | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::019216,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=texcalli, nanacatl. | roots=texcalli; nanacatl | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::019273,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=texocoquauitl , tla. | roots=texocoquauitl; tla | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::019291,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tel, xoæocoyolli. | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::019330,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tezcatl, poca. | roots=tezcatl; poca | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::019341,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=teçonth, can. | roots=teçonth; can | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::019347,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=teci, uetai. F | roots=teci; uetai | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::019349,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=ittitia, nequi. | roots=ittitia; nequi | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::019357,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tiacauhyotl, ca. | roots=tiacauhyotl; ca | duplicate_candidate_key=rr|unknown|classical nahuatl|"
